vorname,anzahl,geschlecht
Fatoumata,1,w
Fausta,1,w
Faustine,1,w
Favour,1,w
Fay,1,w
Faye,1,w
Fayola,1,w
Fei,1,w
Feli,1,w
Feline,1,w
Felizia,1,w
Fenena,1,w
Fenet,1,w
Fenna,1,w
Feride,1,w
Fiana,1,w
Fidaa,1,w
Firdaws,1,w
Firdevs,1,w
Flavia,1,w
Flore,1,w
Florena,1,w
Francheska,1,w
Frederique,1,w
Freja,1,w
Freya,1,w
Frida-Luisa,1,w
Fritzi,1,w
Gabriel,1,w
Gana,1,w
Garance,1,w
Genevieve,1,w
Genoveva,1,w
Georgia-Olga,1,w
Gerel,1,w
Gesthimani,1,w
Ghina,1,w
Gia,1,w
Giada,1,w
Gianna,1,w
Giorgia,1,w
Gisele,1,w
Giuliana,1,w
Gjanina,1,w
Grace-Divine,1,w
Gracia,1,w
Gracious,1,w
Günes,1,w
Gwendolyn-Elisabeth,1,w
Haajar,1,w
Hadia,1,w
Hadir,1,w
Hadiya,1,w
Hafsa,1,w
Haizea,1,w
Halise,1,w
Hamdi,1,w
Hanelli,1,w
Haniya,1,w
Hanna-Marie,1,w
Hannah-Marie,1,w
Hanne,1,w
Harisa,1,w
Hasini,1,w
Hatice,1,w
Hatixhe,1,w
Haura,1,w
Havin,1,w
Havva,1,w
Haya,1,w
Hedwig,1,w
Hedy,1,w
Helena-Sophie,1,w
Helina,1,w
Hellin,1,w
Hewik,1,w
Hiba,1,w
Hidaya,1,w
Hikma,1,w
Hilal,1,w
Holli,1,w
Holly,1,w
Hong,1,w
Honya,1,w
Hossnah,1,w
Houleye,1,w
Huda,1,w
Huyen,1,w
Ibtihal,1,w
Iga,1,w
Iheoma,1,w
Iklima,1,w
Ikram,1,w
Ikranur,1,w
Ila,1,w
Ilan,1,w
Ilaria,1,w
Ilhan,1,w
Iliana,1,w
Ilina,1,w
Ilka,1,w
Imari,1,w
Ina-Laura,1,w
Inara,1,w
Inaya,1,w
Inchara,1,w
Indiana,1,w
Ines-Sofia,1,w
Inga,1,w
Inioluwa,1,w
Insaf,1,w
Iokasti,1,w
Ipek,1,w
Ira,1,w
Irem,1,w
Irena,1,w
Irene,1,w
Iria,1,w
Irina,1,w
Irini,1,w
Isidora,1,w
Isla,1,w
Isolde,1,w
Isra,1,w
Issrae,1,w
Iva,1,w
Izabel,1,w
Izabella,1,w
Izel,1,w
Jadea,1,w
Jaeun,1,w
Jamila,1,w
Jana-Antonija,1,w
Janet,1,w
Jannat,1,w
Janneke,1,w
Jara,1,w
Jasmina,1,w
Jayda,1,w
Jazmin,1,w
Jeanne,1,w
Jeanny-Canan,1,w
Jefimija,1,w
Jehona,1,w
Jenna,1,w
Jennifer,1,w
Jenovie,1,w
Jeremine,1,w
Jerusha,1,w
Jessie,1,w
Ji,1,w
Jiayue,1,w
Jinen,1,w
Jingzhi,1,w
Joa-Marie,1,w
Joanna,1,w
Joelle,1,w
Jola,1,w
Joleen,1,w
Joleen-Lavie,1,w
Jolin,1,w
Jona,1,w
Josefin,1,w
Josepha,1,w
Joulina,1,w
Jouri,1,w
Jouwairiya,1,w
Juleen,1,w
Juliana-Amalur,1,w
Julienne,1,w
Julina,1,w
Jumaiza,1,w
Juni,1,w
Justine,1,w
Juwayriya,1,w
Kadiatou,1,w
Kadija,1,w
Kaila,1,w
Kaira,1,w
Kaisa,1,w
Kajsa,1,w
Kalila,1,w
Kaltrina,1,w
Kaori,1,w
Karin,1,w
Kariss,1,w
Karlina,1,w
Katelynn,1,w
Katerina,1,w
Käthe,1,w
Kathleen,1,w
Kawsar,1,w
Kaya,1,w
Keira,1,w
Keissi,1,w
Kekeli,1,w
Keralem,1,w
Keren,1,w
Kerisha,1,w
Kerstin,1,w
Ketja,1,w
Keuser,1,w
Kevser,1,w
Keyang,1,w
Khadiga,1,w
Khadija,1,w
Khazina,1,w
Khusboo,1,w
Khusi,1,w
Kiera-Marie,1,w
Kilia,1,w
Kimia,1,w
Kinda,1,w
Kira,1,w
Kirsten,1,w
Kirsty,1,w
Kiyomi,1,w
Kojar,1,w
Kristabela,1,w
Kristella,1,w
Kristin,1,w
Kruthi,1,w
Kseniia,1,w
Kübra,1,w
Labiba,1,w
Lael,1,w
Lai,1,w
Laia,1,w
Laiba,1,w
Laira,1,w
Lajla,1,w
Lale,1,w
Lalla,1,w
Lanah,1,w
Lara-Sophie,1,w
Larin,1,w
Larisa,1,w
Latife,1,w
Lavika,1,w
Layla-Marie,1,w
Le,1,w
Lea-Celine,1,w
Lea-Katharina,1,w
Lea-Maria,1,w
Lea-Marie,1,w
Learta,1,w
Leena,1,w
Leevke,1,w
Lehona,1,w
Leilani,1,w
Lejna,1,w
Lela,1,w
Leman,1,w
Lena-Marie,1,w
Lenny,1,w
Lenya,1,w
Leo,1,w
Leslie,1,w
Levi-Sophie,1,w
Levia,1,w
Levin,1,w
Lexy,1,w
Leya,1,w
Lia-Melina,1,w
Liana,1,w
Liane,1,w
Liara,1,w
Liara-Moje,1,w
Libertas,1,w
Libisaa,1,w
Lidya,1,w
Lielle,1,w
Lien,1,w
Liena,1,w
Liette,1,w
Lijana,1,w
Lila,1,w
Lilia-Marie,1,w
Lilien,1,w
Lilija,1,w
Liliya,1,w
Liljana,1,w
Lilli-Marie,1,w
Lilliah,1,w
Lillian,1,w
Lilo,1,w
Lilou-Grace,1,w
Lilu,1,w
Lilua,1,w
Lilyana,1,w
Lilyth,1,w
Lin,1,w
Lina-Mari,1,w
Lindiwe,1,w
Lioba,1,w
Liora,1,w
Lisa-Sophie,1,w
Lise,1,w
Lissi,1,w
Liv-Ellery,1,w
Liva,1,w
Lizi,1,w
Lois,1,w
Lona,1,w
Lone,1,w
Loni,1,w
Lora,1,w
Lorda,1,w
Lorela,1,w
Loreta,1,w
Lori,1,w
Lorin,1,w
Lorina,1,w
Lorna,1,w
Lotte-Sofie,1,w
Lotti,1,w
Louis-Khanh,1,w
Louisa-Marie,1,w
Louise,1,w
Loukia,1,w
Lovin,1,w
Luba,1,w
Luca,1,w
Lucia-Anna,1,w
Lucienne,1,w
Lucrezia,1,w
Luena,1,w
Luisa-Marie,1,w
Luisa-Sophie,1,w
Luka,1,w
Lukrezia,1,w
Lukrisja,1,w
Luljeta,1,w
Lumina,1,w
Luwa,1,w
Lux,1,w
Luzie,1,w
Lya,1,w
Lyla,1,w
Lyn,1,w
Lynette,1,w
Lynn,1,w
Maawa,1,w
Madara,1,w
Maddi,1,w
Madison,1,w
Madlen,1,w
Madlene,1,w
Madlin,1,w
Maeve,1,w
Magda,1,w
Mahdieh,1,w
Mahely,1,w
Mai-Thy,1,w
Maiara,1,w
Maike,1,w
Maira,1,w
Maire,1,w
Mais,1,w
Maja-Kathleen,1,w
Maja-Luisa,1,w
Maje,1,w
Majla,1,w
Malala,1,w
Malea,1,w
Maleka-Sabah,1,w
Maliah-Lorena,1,w
Malike,1,w
Malisa,1,w
Malissa,1,w
Malta,1,w
Malu,1,w
Manar,1,w
Manisa,1,w
Mar,1,w
Maram,1,w
Marcela,1,w
Mardalina,1,w
Mardiya,1,w
Marei,1,w
Mareike,1,w
Margad,1,w
Margaret,1,w
Margarita,1,w
Mari,1,w
Maria-Elisa,1,w
Maria-Emilia,1,w
Mariachiara,1,w
Mariah,1,w
Mariama,1,w
Marianne,1,w
Marie-Alice,1,w
Marie-Claire,1,w
Marie-Gretchen,1,w
Marie-Lena,1,w
Marie-Louisa,1,w
Marie-Louise,1,w
Marie-Luisa,1,w
Marie-Sophie,1,w
Mariebelle,1,w
Marieleen,1,w
Marijell,1,w
Marinela,1,w
Marinella,1,w
Marion,1,w
Marisa,1,w
Marlee,1,w
Marleen,1,w
Marley,1,w
Marlie,1,w
Marnie,1,w
Mary,1,w
Maryann,1,w
Matelda,1,w
Mathea,1,w
Mavi,1,w
Mawin,1,w
Maxi,1,w
Maxima-Sophie,1,w
Maxine,1,w
Mäyar,1,w
Mayleen,1,w
Maysana,1,w
Mayuka,1,w
Medha,1,w
Mediha,1,w
Mehedina,1,w
Mehliya,1,w
Mehrmah,1,w
Mehtap,1,w
Mejrema,1,w
Melani,1,w
Melat-Bibi,1,w
Melike,1,w
Melina-Sophie,1,w
Melinay,1,w
Melody,1,w
Menekse,1,w
Menessa,1,w
Menissa,1,w
Menna,1,w
Meray,1,w
Mercy,1,w
Mereike,1,w
Meriam,1,w
Merijem,1,w
Merit,1,w
Merlin,1,w
Merve,1,w
Merveille-Christa,1,w
Mery,1,w
Mettou,1,w
Mevsim,1,w
Mezhgan,1,w
Mia-Christin,1,w
Mia-Emilia,1,w
Mia-Laureen,1,w
Mia-Louise,1,w
Mia-Luisa,1,w
Mia-Marie,1,w
Mieke,1,w
Mikaela,1,w
Mila-Sophie,1,w
Milea,1,w
Milena-Marie,1,w
Minda,1,w
Minea,1,w
Minh-Chau,1,w
Minou,1,w
Mirabell,1,w
Miracle,1,w
Mireya,1,w
Mirra,1,w
Miryam,1,w
Miu,1,w
Mjalta,1,w
Mobina,1,w
Momina,1,w
Momoka,1,w
Mona-Maria,1,w
Monalisa,1,w
Monica,1,w
Monika,1,w
Monika-Ines,1,w
Morgana,1,w
Motiki,1,w
Mulema,1,w
Muniira,1,w
Mushtaaq,1,w
Muxi,1,w
Muyan,1,w
Muzhi,1,w
Mya,1,w
Myriam,1,w
Nabiha,1,w
Nabila,1,w
Nadera,1,w
Nadya,1,w
Naia,1,w
Naida,1,w
Naina,1,w
Nalini,1,w
Naloke,1,w
Narges,1,w
Narin,1,w
Narwann,1,w
Nasra,1,w
Nastaran,1,w
Nastasa,1,w
Nastasja,1,w
Natalija,1,w
Natalya,1,w
Natascha,1,w
Natasha,1,w
Nathalie,1,w
Nathania,1,w
Navin,1,w
Navina,1,w
Naya,1,w
Nayara,1,w
Ndiaye,1,w
Neda,1,w
Neeve,1,w
Nefeli,1,w
Nehal,1,w
Nejla,1,w
Nella,1,w
Nelli,1,w
Nelsa,1,w
Nenneh,1,w
Nermin,1,w
Neslisah,1,w
Nevali,1,w
Nevia,1,w
Ngoc,1,w
Ni,1,w
Niamh,1,w
Nichal,1,w
Nienke,1,w
Nigora,1,w
Niki,1,w
Nikita,1,w
Nikoletta,1,w
Nilay,1,w
Nimali,1,w
Nine,1,w
Ninouchka,1,w
Niobe,1,w
Nisa-Nur,1,w
Nishtha,1,w
Niva,1,w
Niwin,1,w
Noelia,1,w
Noelle,1,w
Noemie,1,w
Nola,1,w
Nolwenn,1,w
Noomi,1,w
Noor,1,w
Nora-Marie,1,w
Noralie,1,w
Nori,1,w
Noya,1,w
Nujin,1,w
Nuna,1,w
Nur,1,w
Nurah,1,w
Nuran,1,w
Nurin,1,w
Odinahon,1,w
Olga,1,w
Olia,1,w
Olina,1,w
Onida,1,w
Oriana,1,w
Ornela,1,w
Ouliana,1,w
Oumou,1,w
Özge,1,w
Padma,1,w
Palina,1,w
Paloma,1,w
Pamela,1,w
Panagiota,1,w
Pania,1,w
Pantea,1,w
Paola,1,w
Paraskevi,1,w
Parushi,1,w
Parwas,1,w
Pascale,1,w
Patil,1,w
Patricia,1,w
Paula-Amal,1,w
Pelageia,1,w
Penepole,1,w
Perline,1,w
Pernilla,1,w
Pessa,1,w
Petroula-Spyridoula,1,w
Pham,1,w
Philia,1,w
Philomene,1,w
Phuong,1,w
Pinar,1,w
Pippilotta,1,w
Piya,1,w
Polina,1,w
Praise,1,w
Precious,1,w
Priscilia,1,w
Quynh,1,w
Rabia,1,w
Rachel,1,w
Rada,1,w
Rafaella,1,w
Raffaela,1,w
Rafidin,1,w
Rahaf,1,w
Rajana,1,w
Rama,1,w
Ramsha,1,w
Raneem,1,w
Rangena,1,w
Ranja,1,w
Ranna,1,w
Rasagna,1,w
Rayaan,1,w
Rea,1,w
Rebeka,1,w
Redeat,1,w
Regina,1,w
Reia,1,w
Reina,1,w
Renata,1,w
Reyhan,1,w
Reyyan,1,w
Ria,1,w
Rianshi,1,w
Ricarda,1,w
Rieke,1,w
Rihana,1,w
Rika,1,w
Rina,1,w
Rineta,1,w
Ritag,1,w
Riva,1,w
Rivera,1,w
Robina,1,w
Rochelle,1,w
Rona,1,w
Rondek,1,w
Ronita,1,w
Ronith,1,w
Rosalin,1,w
Rosalina,1,w
Roschda,1,w
Rosmarie,1,w
Rouajda,1,w
Roudaina,1,w
Rowah,1,w
Roxanne,1,w
Roxy,1,w
Roz,1,w
Roza,1,w
Rozalita,1,w
Ruby-Lou,1,w
Rufta,1,w
Ruichen,1,w
Rümeysa,1,w
Ruo,1,w
Ruoyi,1,w
Saanvi,1,w
Sabela,1,w
Sabina,1,w
Sabine,1,w
Sabora,1,w
Sadenur,1,w
Sadim,1,w
Safia,1,w
Safira,1,w
Safiya,1,w
Safiyya,1,w
Sagal,1,w
Sahra,1,w
Sajra,1,w
Saki,1,w
Saleha,1,w
Sally,1,w
Salma,1,w
Salsabil,1,w
Sama,1,w
Samaa,1,w
Samaah,1,w
Samiksha,1,w
Sanam,1,w
Sanaria,1,w
Sanja,1,w
Santiago,1,w
Sara-Marie,1,w
Sarah-Michelle,1,w
Sare,1,w
Sarla-Adriana,1,w
Sathana,1,w
Saule,1,w
Schahla,1,w
Schayen,1,w
Scheherzada,1,w
Sedra,1,w
Seelen,1,w
Selvi,1,w
Selvinas,1,w
Sema,1,w
Semanur,1,w
Semina,1,w
Semra,1,w
Sena,1,w
Serap,1,w
Seraphina,1,w
Seraphina-Sophie,1,w
Serenay,1,w
Serra,1,w
Sevdije,1,w
Sewa,1,w
Shaima,1,w
Shaina,1,w
Shakthi,1,w
Shaline,1,w
Shana,1,w
Shanumi,1,w
Shanya,1,w
Sharin,1,w
Shenay,1,w
Shilan,1,w
Shkurte,1,w
Shreya,1,w
Siana,1,w
Sidra,1,w
Silda,1,w
Silina,1,w
Silwana,1,w
Simay,1,w
Simel,1,w
Simona,1,w
Simone,1,w
Sinem,1,w
Sireen,1,w
Sirin,1,w
Sirita,1,w
Siyu,1,w
Sizilia,1,w
Snigda,1,w
Sofya,1,w
Sohra,1,w
Soley,1,w
Solin,1,w
Solvej,1,w
Somea,1,w
Sondos,1,w
Sonya,1,w
Sophia-Marie,1,w
Sophia-Shiqi,1,w
Sophie-Kristin,1,w
Sopie,1,w
Sorina,1,w
Sosuke,1,w
Srishti,1,w
Stefanie,1,w
Stefanija,1,w
Stella-Marie,1,w
Stoyanka,1,w
Su,1,w
Suana,1,w
Sucheta,1,w
Sude,1,w
Sudenaz,1,w
Sudenur,1,w
Suhayla,1,w
Süheyla,1,w
Sukhi,1,w
Sukie,1,w
Sultana,1,w
Sumaja,1,w
Sumaya,1,w
Sümeyra,1,w
Sunny-Lathisa,1,w
Sunny-Maria,1,w
Sura,1,w
Sure,1,w
Süreyya,1,w
Suri,1,w
Svetlana,1,w
Sveva,1,w
Swara,1,w
Sydrita,1,w
Sylvie,1,w
Sylwia,1,w
Tabarak,1,w
Tabasm,1,w
Tabitha,1,w
Tahira,1,w
Tahmina,1,w
Tajra,1,w
Talia,1,w
Taliha,1,w
Talya,1,w
Tamika,1,w
Taranum,1,w
Tasneem,1,w
Tatiana,1,w
Tatjana,1,w
Teagan,1,w
Tejashree,1,w
Tenzin,1,w
Tereza,1,w
Terysha,1,w
Thai,1,w
Theanny,1,w
Theresa-Sofie,1,w
Therese,1,w
Theresia,1,w
Thetna,1,w
Thien,1,w
Thuy,1,w
Tia,1,w
Tianyi,1,w
Tiara,1,w
Tiffany,1,w
Tija,1,w
Tilde,1,w
Tilia,1,w
Tina,1,w
Tini,1,w
Tiphaine,1,w
Tonda,1,w
Toni,1,w
Tonia,1,w
Tora,1,w
Tracy,1,w
Traore,1,w
Truc,1,w
Tu,1,w
Tuba,1,w
Tue,1,w
Tulin,1,w
Urva,1,w
Valatina,1,w
Valentine,1,w
Vanesa,1,w
Vera,1,w
Verena,1,w
Vesna,1,w
Vian,1,w
Vidhya,1,w
Vidia,1,w
Vihana,1,w
Viliana,1,w
Vilinia,1,w
Villa,1,w
Violante,1,w
Violet,1,w
Violeta,1,w
Violetta,1,w
Virginia,1,w
Vita,1,w
Vittoria,1,w
Viviane,1,w
Vivianne,1,w
Vlera,1,w
Vroni,1,w
Wared,1,w
Warwara,1,w
Wassilissa,1,w
Wenai,1,w
Wenqi,1,w
Wesal,1,w
Wiebke,1,w
Wranga,1,w
Xhylie,1,w
Xiaoye,1,w
Xingrui,1,w
Yaahavi,1,w
Yael,1,w
Yael-Talia,1,w
Yalda,1,w
Yalina,1,w
Yamina,1,w
Yamur,1,w
Yana,1,w
Yanfei,1,w
Yanju,1,w
Yarisa,1,w
Yasmina,1,w
Yassmen,1,w
Yassmine,1,w
Yeona,1,w
Yeshe,1,w
Yesim,1,w
Yetta,1,w
Yi,1,w
Yile,1,w
Yilu,1,w
Yinuo,1,w
Ylvi,1,w
Yoanna,1,w
Yoko,1,w
Yoser,1,w
Yosra,1,w
Youran,1,w
Yousrath,1,w
Yuhong,1,w
Yukari,1,w
Yulisa,1,w
Yun,1,w
Yvonne,1,w
Zahra-Sherin,1,w
Zaineb,1,w
Zala,1,w
Zarife,1,w
Zaynab,1,w
Zazilia,1,w
Zebunnesa,1,w
Zeinab,1,w
Zenat,1,w
Zerina,1,w
Zerya,1,w
Zeyneb,1,w
Zhulie,1,w
Zine,1,w
Zita,1,w
Zitong,1,w
Zoeyla,1,w
Zora,1,w
Zoya,1,w
Zulaikha,1,w
Zullaikha,1,w
Zümrüt-Mina,1,w
